product_id,product_name,category,sub_category,price,stock_qty,supplier,last_updated
PROD000125,Product S2657,Home & Garden,Decor,3966.31,885,ProVendor,2023-06-04
PROD000126,Product V286,Books,Science,1273.71,222,GlobalSource,2024-01-31
PROD000127,Product I5798,Toys,Dolls,3962.82,1748,EastTrade,2023-05-01
PROD000128,Product J6973,Electronics,Cameras,2856.2,1774,PrimeMfg,2024-08-21
PROD000129,Product A2415,Home & Garden,Furniture,1680.49,2483,SupplierOne,2024-09-02
PROD000130,Product X7474,Automotive,Parts,615.0,747,MegaDistrib,2023-05-11
PROD000131,Product T4275,Books,Non-Fiction,2101.9,1797,SupplierOne,2023-02-11
PROD000132,Product K790,Sports,Team Sports,1986.5,194,QuickShip,2024-12-30
PROD000133,Product E7840,Books,Non-Fiction,2750.94,735,ProVendor,2023-11-07
PROD000134,Product J7013,Books,Non-Fiction,135.35,4961,EastTrade,2024-04-17
PROD000135,Product B2210,Automotive,Tires,718.96,1186,SupplierOne,2024-03-04
PROD000136,Product Z6710,Toys,Board Games,3942.36,3996,ProVendor,2024-10-04
PROD000137,Product R2702,Office Supplies,Pens,83.3,2085,ProVendor,2023-06-23
PROD000138,Product T6257,Clothing,Jackets,2976.16,445,PrimeMfg,2023-03-21
PROD000139,Product K6496,Food & Beverage,Snacks,257.63,3354,QuickShip,2023-12-03
PROD000140,Product I1438,Books,Comics,3615.48,3341,TrustCo,2023-08-24
PROD000141,Product Z4615,Sports,Winter,3270.04,569,SupplierOne,2023-01-29
PROD000142,Product R7328,Clothing,Sportswear,2575.14,2133,QuickShip,2024-07-18
PROD000143,Product W4584,Office Supplies,Mailing,2261.64,2166,QuickShip,2024-04-13
PROD000144,Product H2553,Clothing,Pants,3731.12,3733,EastTrade,2024-04-06
PROD000145,Product G8198,Health & Beauty,Dental,251.22,4743,MegaDistrib,2024-06-25
PROD000146,Product S5568,Toys,Action Figures,659.87,4665,SupplierOne,2023-07-18
PROD000147,Product J7181,Home & Garden,Decor,2416.06,234,TrustCo,2023-11-29
PROD000148,Product R1042,Automotive,Fluids,684.57,1240,PrimeMfg,2024-05-15
PROD000149,Product K7134,Toys,Board Games,22.06,1434,TrustCo,2024-08-27
PROD000150,Product U2533,Sports,Fitness,4447.16,2809,GlobalSource,2024-07-19
PROD000151,Product L9538,Automotive,Tires,368.65,3969,TrustCo,2024-01-24
PROD000152,Product D7698,Automotive,Accessories,4239.29,4321,NorthSupply,2023-10-31
PROD000153,Product X6341,Books,Non-Fiction,198.7,2762,PrimeMfg,2024-10-08
PROD000154,Product V7625,Sports,Outdoor,1068.18,1161,MegaDistrib,2024-11-10
PROD000155,Product W4785,Home & Garden,Decor,2097.63,443,SupplierOne,2024-06-04
PROD000156,Product Y1769,Clothing,Shirts,3464.19,3033,EastTrade,2023-04-28
PROD000157,Product A2612,Office Supplies,Filing,3549.26,1373,EastTrade,2024-07-08
PROD000158,Product D7914,Electronics,Audio,1314.32,1002,MegaDistrib,2023-06-13
PROD000159,Product C852,Home & Garden,Bedding,4870.42,2809,PrimeMfg,2023-11-04
PROD000160,Product Y3385,Automotive,Electronics,3712.59,1140,NorthSupply,2023-07-13
PROD000161,Product U771,Books,Non-Fiction,3643.33,2506,SupplierOne,2024-07-20
PROD000162,Product T2496,Home & Garden,Lighting,1910.0,1297,GlobalSource,2023-01-02
PROD000163,Product Z6469,Food & Beverage,Organic,1145.83,1255,PrimeMfg,2024-06-29
PROD000164,Product B302,Clothing,Pants,3087.94,4862,QuickShip,2024-07-07
PROD000165,Product G932,Food & Beverage,Snacks,944.98,2566,FastGoods,2023-07-29
PROD000166,Product L2659,Automotive,Parts,1889.91,398,MegaDistrib,2023-01-29
PROD000167,Product Q808,Automotive,Electronics,3951.36,3164,QuickShip,2024-12-07
PROD000168,Product U1246,Office Supplies,Paper,3652.02,3438,ProVendor,2023-10-18
PROD000169,Product R8808,Food & Beverage,Frozen,4437.68,28,ProVendor,2023-04-01
PROD000170,Product H9109,Office Supplies,Pens,4200.53,731,NorthSupply,2023-09-14
PROD000171,Product P9768,Electronics,Phones,4650.91,4095,MegaDistrib,2023-09-14
PROD000172,Product O9660,Automotive,Accessories,2327.1,4094,SupplierOne,2023-05-19
PROD000173,Product B2969,Sports,Cycling,763.46,1023,MegaDistrib,2023-05-07
PROD000174,Product I5529,Food & Beverage,Organic,376.24,2953,SupplierOne,2023-06-10
PROD000175,Product O1086,Clothing,Jackets,1158.69,864,FastGoods,2024-12-30
PROD000176,Product S2988,Health & Beauty,Skincare,30.32,2467,EastTrade,2023-08-06
PROD000177,Product R4527,Home & Garden,Tools,3397.11,3284,EastTrade,2023-09-08
PROD000178,Product C3021,Clothing,Pants,2338.43,1451,ProVendor,2023-12-19
PROD000179,Product G2086,Books,Science,1973.8,1662,QuickShip,2024-01-05
PROD000180,Product F6480,Toys,Board Games,1808.25,3368,MegaDistrib,2023-04-01
PROD000181,Product G9491,Food & Beverage,Beverages,1683.36,1885,MegaDistrib,2023-11-29
PROD000182,Product A5286,Clothing,Shirts,4941.08,4693,EastTrade,2024-05-24
PROD000183,Product B9460,Health & Beauty,Skincare,3245.49,4918,QuickShip,2024-09-28
PROD000184,Product P2055,Electronics,Cameras,1533.23,91,TrustCo,2023-03-01
PROD000185,Product X2593,Electronics,Phones,1354.84,1574,NorthSupply,2024-03-17
PROD000186,Product F2618,Toys,Action Figures,4802.81,4716,NorthSupply,2024-09-23
PROD000187,Product O2334,Home & Garden,Furniture,4470.41,2529,TrustCo,2024-08-22
PROD000188,Product L3525,Health & Beauty,Makeup,4640.93,4202,EastTrade,2024-08-14
PROD000189,Product O2202,Health & Beauty,Dental,260.61,1024,TrustCo,2023-12-20
PROD000190,Product U109,Automotive,Accessories,4174.11,3274,EastTrade,2024-01-29
PROD000191,Product A7652,Health & Beauty,Haircare,3098.59,2225,QuickShip,2024-05-05
PROD000192,Product K8408,Office Supplies,Furniture,2473.74,2110,TrustCo,2023-02-27
PROD000193,Product O6754,Office Supplies,Tech,1441.2,2971,GlobalSource,2023-07-04
PROD000194,Product H4652,Home & Garden,Furniture,1832.69,2571,FastGoods,2024-10-14
PROD000195,Product V3222,Food & Beverage,Bakery,1250.78,2505,ProVendor,2024-02-03
PROD000196,Product R5325,Electronics,Laptops,3163.67,2801,TrustCo,2024-07-25
PROD000197,Product I1404,Sports,Team Sports,3106.38,2870,GlobalSource,2024-07-03
PROD000198,Product V7165,Books,Self-Help,758.75,1956,QuickShip,2023-03-05
PROD000199,Product C4089,Automotive,Tires,87.71,1324,TrustCo,2023-09-28
PROD000200,Product Q8895,Home & Garden,Bedding,240.58,3902,GlobalSource,2024-11-18
PROD000201,Product U2809,Office Supplies,Paper,3665.49,4659,NorthSupply,2024-08-13
PROD000202,Product K8946,Sports,Winter,4983.33,2092,EastTrade,2024-05-21
PROD000203,Product J8770,Books,Fiction,2297.07,4888,MegaDistrib,2024-10-12
PROD000204,Product Q6043,Electronics,Tablets,935.71,2509,ProVendor,2023-09-10
PROD000205,Product N3865,Home & Garden,Tools,3804.24,2134,PrimeMfg,2024-10-18
PROD000206,Product K5132,Food & Beverage,Beverages,4923.17,290,MegaDistrib,2024-04-07
PROD000207,Product D5906,Electronics,Audio,329.2,4423,EastTrade,2023-07-20
PROD000208,Product Q1876,Office Supplies,Furniture,4478.61,710,ProVendor,2023-10-11
PROD000209,Product B2349,Food & Beverage,Bakery,441.78,3716,GlobalSource,2024-01-17
PROD000210,Product S4360,Home & Garden,Tools,544.43,70,FastGoods,2023-11-20
PROD000211,Product N7777,Health & Beauty,Haircare,2487.37,1085,ProVendor,2024-05-26
PROD000212,Product T5981,Automotive,Fluids,4641.91,3786,GlobalSource,2023-07-18
PROD000213,Product X4307,Clothing,Shoes,1481.69,1228,QuickShip,2023-01-06
PROD000214,Product Y4837,Food & Beverage,Beverages,4438.45,4382,MegaDistrib,2023-10-26
PROD000215,Product O7082,Food & Beverage,Snacks,2651.38,3509,QuickShip,2024-04-29
PROD000216,Product W1964,Sports,Fitness,4814.91,1427,FastGoods,2023-02-02
PROD000217,Product T3238,Electronics,TVs,2475.33,2431,GlobalSource,2024-12-14
PROD000218,Product O8837,Sports,Cycling,443.18,4732,TrustCo,2024-05-05
PROD000219,Product P9142,Toys,Board Games,362.51,4179,GlobalSource,2023-01-26
PROD000220,Product F7954,Home & Garden,Furniture,1363.78,44,EastTrade,2023-12-14
PROD000221,Product O8626,Food & Beverage,Snacks,1204.08,3194,SupplierOne,2023-07-19
PROD000222,Product Y7088,Home & Garden,Decor,722.26,4362,NorthSupply,2024-02-10
PROD000223,Product L6894,Office Supplies,Mailing,1267.76,205,SupplierOne,2024-10-10
PROD000224,Product G3837,Clothing,Jackets,2625.21,2311,EastTrade,2024-10-04
PROD000225,Product A6090,Health & Beauty,Haircare,2440.34,3677,SupplierOne,2024-02-10
PROD000226,Product S8069,Sports,Water Sports,1777.47,3404,PrimeMfg,2024-09-21
PROD000227,Product J8461,Food & Beverage,Bakery,1757.06,239,SupplierOne,2023-02-07
PROD000228,Product W7273,Office Supplies,Filing,541.93,925,PrimeMfg,2023-02-22
PROD000229,Product O7588,Electronics,Tablets,1399.76,1729,SupplierOne,2024-08-27
PROD000230,Product X2499,Food & Beverage,Snacks,2906.95,2416,NorthSupply,2024-10-22
PROD000231,Product S4054,Health & Beauty,Supplements,2515.81,3226,GlobalSource,2024-12-22
PROD000232,Product X1577,Books,Comics,3862.17,1963,NorthSupply,2024-06-03
PROD000233,Product M6141,Food & Beverage,Snacks,4410.05,1020,EastTrade,2023-12-26
PROD000234,Product F8517,Toys,Puzzles,1241.9,4878,QuickShip,2024-10-07
PROD000235,Product F6963,Sports,Outdoor,4294.0,370,FastGoods,2024-12-11
PROD000236,Product V6789,Clothing,Accessories,4030.3,2070,GlobalSource,2024-06-06
PROD000237,Product X6630,Books,Non-Fiction,4298.3,17,QuickShip,2023-06-23
PROD000238,Product A3014,Clothing,Shoes,1056.29,4887,SupplierOne,2023-05-18
PROD000239,Product T9039,Home & Garden,Bedding,3494.63,4894,TrustCo,2024-05-23
PROD000240,Product R941,Automotive,Parts,2961.83,1193,NorthSupply,2023-04-17
PROD000241,Product M5730,Clothing,Shirts,2657.02,4384,GlobalSource,2023-01-10
PROD000242,Product Q4905,Toys,Educational,3075.45,2332,MegaDistrib,2024-01-04
PROD000243,Product U326,Health & Beauty,Makeup,2066.53,1121,GlobalSource,2023-06-09
PROD000244,Product X4901,Office Supplies,Tech,718.9,3812,EastTrade,2023-09-28
PROD000245,Product D6695,Food & Beverage,Bakery,1752.68,2340,ProVendor,2024-04-11
PROD000246,Product V2280,Sports,Water Sports,3248.89,3884,QuickShip,2023-10-08
PROD000247,Product A6699,Sports,Winter,4951.07,1274,ProVendor,2023-09-14
PROD000248,Product N5764,Food & Beverage,Beverages,3055.95,4711,SupplierOne,2023-04-06
PROD000249,Product N1193,Office Supplies,Tech,1172.89,883,GlobalSource,2024-02-11
PROD000250,Product D6139,Office Supplies,Paper,2917.1,3125,MegaDistrib,2023-12-24
PROD000251,Product L8584,Books,Fiction,4525.4,1155,NorthSupply,2023-06-03
PROD000252,Product E6806,Health & Beauty,Makeup,1753.29,1643,FastGoods,2024-11-19
PROD000253,Product N9342,Clothing,Shirts,798.03,3387,FastGoods,2024-09-12
PROD000254,Product S467,Books,History,4707.71,2642,PrimeMfg,2024-08-31
PROD000255,Product B4280,Home & Garden,Tools,2412.24,1859,EastTrade,2024-11-24
PROD000256,Product X4240,Electronics,Audio,2391.14,2202,NorthSupply,2024-09-28
PROD000257,Product P5290,Food & Beverage,Organic,4251.63,2529,TrustCo,2023-06-23
PROD000258,Product U4619,Office Supplies,Furniture,3645.57,770,NorthSupply,2024-07-13
PROD000259,Product N5695,Sports,Outdoor,2763.77,2793,MegaDistrib,2023-04-05
PROD000260,Product G3464,Books,History,1662.08,4376,SupplierOne,2024-04-28
PROD000261,Product L4728,Automotive,Electronics,4518.41,1891,GlobalSource,2023-05-20
PROD000262,Product W3295,Automotive,Parts,4631.27,4359,PrimeMfg,2023-10-11
PROD000263,Product L496,Sports,Cycling,1647.16,3927,FastGoods,2023-10-11
PROD000264,Product J7020,Books,Non-Fiction,3828.6,194,TrustCo,2024-06-09
PROD000265,Product M9109,Electronics,Cameras,1663.74,3905,GlobalSource,2023-09-20
PROD000266,Product N7869,Health & Beauty,Supplements,3396.77,3417,TrustCo,2024-04-11
PROD000267,Product J377,Health & Beauty,Makeup,749.67,3370,FastGoods,2023-02-06
PROD000268,Product Y7133,Clothing,Accessories,4284.07,1340,FastGoods,2024-02-04
PROD000269,Product L7492,Toys,Board Games,1399.29,3062,TrustCo,2024-11-10
PROD000270,Product S1053,Office Supplies,Furniture,1960.15,102,TrustCo,2023-04-08
PROD000271,Product F5186,Toys,RC,4584.94,1565,QuickShip,2023-05-28
PROD000272,Product B8057,Electronics,Laptops,1790.18,1087,MegaDistrib,2023-10-09
PROD000273,Product V4834,Clothing,Jackets,3610.3,3251,SupplierOne,2023-10-24
PROD000274,Product M1313,Home & Garden,Furniture,1558.7,1840,SupplierOne,2024-09-19
PROD000275,Product C3098,Clothing,Accessories,3196.63,4610,GlobalSource,2023-03-23
PROD000276,Product N4129,Electronics,TVs,1578.79,4349,GlobalSource,2024-06-19
PROD000277,Product I8807,Health & Beauty,Supplements,4060.13,3491,PrimeMfg,2024-05-23
PROD000278,Product Q2747,Electronics,Cameras,1078.44,3341,NorthSupply,2023-05-30
PROD000279,Product I4475,Electronics,Phones,1310.63,335,PrimeMfg,2024-03-19
PROD000280,Product P3452,Home & Garden,Decor,2455.46,3725,SupplierOne,2023-04-20
PROD000281,Product V7363,Clothing,Accessories,2088.01,2527,GlobalSource,2023-11-10
PROD000282,Product Q7002,Home & Garden,Lighting,1970.48,444,MegaDistrib,2024-01-17
PROD000283,Product X4526,Clothing,Shoes,2435.78,2360,NorthSupply,2023-02-28
PROD000284,Product A1181,Electronics,Audio,4260.15,2662,MegaDistrib,2024-11-29
PROD000285,Product D7049,Electronics,Audio,1090.53,2855,FastGoods,2023-11-01
PROD000286,Product U977,Toys,Educational,325.0,3175,EastTrade,2023-05-02
PROD000287,Product M6672,Electronics,Phones,4251.89,3102,ProVendor,2023-01-22
PROD000288,Product P1671,Automotive,Fluids,1856.7,4115,MegaDistrib,2024-03-21
PROD000289,Product T5191,Health & Beauty,Skincare,3493.66,3164,TrustCo,2024-03-24
PROD000290,Product D8631,Clothing,Pants,2412.02,3784,EastTrade,2023-02-28
PROD000291,Product V5579,Automotive,Fluids,2292.08,28,NorthSupply,2024-05-30
PROD000292,Product I9891,Clothing,Shirts,4253.57,2816,MegaDistrib,2024-01-31
PROD000293,Product R4571,Home & Garden,Decor,1022.36,1794,SupplierOne,2023-09-22
PROD000294,Product O1170,Toys,Educational,1030.01,3670,NorthSupply,2024-10-21
PROD000295,Product K8926,Automotive,Electronics,3308.4,1623,PrimeMfg,2023-07-09
PROD000296,Product S3031,Home & Garden,Lighting,3690.29,1873,FastGoods,2024-12-23
PROD000297,Product S5708,Automotive,Fluids,3955.49,1991,TrustCo,2024-08-10
PROD000298,Product I1537,Food & Beverage,Snacks,1538.62,1488,SupplierOne,2023-06-10
PROD000299,Product K7297,Health & Beauty,Haircare,2625.61,2995,MegaDistrib,2023-12-20
PROD000300,Product I5182,Food & Beverage,Bakery,137.03,3243,FastGoods,2023-03-25
PROD000301,Product X451,Home & Garden,Tools,1420.2,1959,FastGoods,2024-03-10
PROD000302,Product C9850,Health & Beauty,Supplements,4812.63,3962,NorthSupply,2024-06-24
PROD000303,Product H5595,Sports,Outdoor,49.52,651,MegaDistrib,2023-07-31
PROD000304,Product L8659,Clothing,Shirts,4249.54,1125,QuickShip,2024-06-08
PROD000305,Product R1450,Books,Fiction,634.58,1923,TrustCo,2023-10-09
PROD000306,Product N1829,Sports,Team Sports,2794.42,2921,SupplierOne,2023-10-30
PROD000307,Product J6354,Sports,Outdoor,183.57,3895,ProVendor,2023-03-08
PROD000308,Product M4182,Automotive,Tools,4429.52,784,NorthSupply,2023-04-30
PROD000309,Product L7823,Health & Beauty,Skincare,1517.88,4705,NorthSupply,2023-08-31
PROD000310,Product J3087,Automotive,Tools,4972.84,1328,GlobalSource,2024-12-27
PROD000311,Product A7556,Office Supplies,Mailing,112.54,1763,GlobalSource,2024-05-30
PROD000312,Product N4091,Electronics,Cameras,2921.21,4117,EastTrade,2024-06-09
PROD000313,Product E2624,Automotive,Electronics,670.02,3419,FastGoods,2024-10-02
PROD000314,Product F3664,Electronics,Audio,3147.44,3742,SupplierOne,2024-10-28
PROD000315,Product G7074,Health & Beauty,Dental,81.47,675,PrimeMfg,2023-12-06
PROD000316,Product R2897,Automotive,Tires,3604.48,1659,TrustCo,2024-07-17
PROD000317,Product D4941,Clothing,Pants,1676.93,4494,MegaDistrib,2024-02-24
